brand,title,rating,rating_count,price,recent_sales,unit_price
Sensodyne,"Sensodyne Pronamel Intensive Enamel Repair Toothpaste for Sensitive Teeth, to Reharden and Strengthen Enamel, Extra Fresh - 3.4 Ounces (Pack of 3)",4.7,50046,$18.72,3000,$1.84
Sensodyne,"Sensodyne Pronamel Intensive Enamel Repair Toothpaste for Sensitive Teeth, to Reharden and Strengthen Enamel, Extra Fresh - 3.4 Ounces (Pack of 3)",4.7,50046,$18.72,3000,$1.84
Sensodyne,"Sensodyne Pronamel Intensive Enamel Repair Toothpaste for Sensitive Teeth, to Reharden and Strengthen Enamel, Extra Fresh - 3.4 Ounces (Pack of 3)",4.7,50046,$18.72,3000,$1.84
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 2)",4.7,45288,$12.48,20000,$1.84
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 2)",4.7,45288,$12.48,20000,$1.84
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 2)",4.7,45288,$12.48,20000,$1.84
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 2)",4.7,45288,$12.48,20000,$1.84
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 2)",4.7,45288,$12.48,20000,$1.84
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 4)",4.7,5418,$20.99,20000,$1.54
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 4)",4.7,5418,$20.99,20000,$1.54
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 4)",4.7,5418,$20.99,20000,$1.54
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 4)",4.7,5418,$20.99,20000,$1.54
Sensodyne,"Sensodyne Repair and Protect Whitening Toothpaste, Toothpaste for Sensitive Teeth and Cavity Prevention, 3.4 oz (Pack of 4)",4.7,5418,$20.99,20000,$1.54
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",4.7,39537,$12.17,50000,$1.11
Tom's,"Tom's of Maine Fluoride-Free Rapid Relief Sensitive Toothpaste, Fresh Mint, 4 oz. 3-Pack (Packaging May Vary)",4.7,7584,$17.85,8000,$1.49
Tom's,"Tom's of Maine Fluoride-Free Rapid Relief Sensitive Toothpaste, Fresh Mint, 4 oz. 3-Pack (Packaging May Vary)",4.7,7584,$17.85,8000,$1.49
Tom's,"Tom's of Maine Fluoride-Free Rapid Relief Sensitive Toothpaste, Fresh Mint, 4 oz. 3-Pack (Packaging May Vary)",4.7,7584,$17.85,8000,$1.49
Tom's,"Tom's of Maine Whole Care Natural Toothpaste with Fluoride, Spearmint, 4 Ounce (Pack of 3), (Packaging May Vary)",4.7,11455,$18.39,8000,$1.53
Tom's,"Tom's of Maine Whole Care Natural Toothpaste with Fluoride, Spearmint, 4 Ounce (Pack of 3), (Packaging May Vary)",4.7,11455,$18.39,8000,$1.53
Tom's,"Tom's of Maine Whole Care Natural Toothpaste with Fluoride, Spearmint, 4 Ounce (Pack of 3), (Packaging May Vary)",4.7,11455,$18.39,8000,$1.53
Tom's,"Tom's of Maine Whole Care Natural Toothpaste with Fluoride, Spearmint, 4 Ounce (Pack of 3), (Packaging May Vary)",4.7,11455,$18.39,8000,$1.53
Tom's,"Tom's of Maine Whole Care Natural Toothpaste with Fluoride, Spearmint, 4 Ounce (Pack of 3), (Packaging May Vary)",4.7,11455,$18.39,8000,$1.53
Tom's,"Tom's of Maine Whole Care Natural Toothpaste with Fluoride, Spearmint, 4 Ounce (Pack of 3), (Packaging May Vary)",4.7,11455,$18.39,8000,$1.53
Whole Foods Market,"365 by Whole Foods Market, Fluoride-Free Tartar Control and Whitening Toothpaste, 5.5 Ounce",4.3,697,$5.99,900,$1.09
Whole Foods Market,"365 by Whole Foods Market, Fluoride-Free Tartar Control and Whitening Toothpaste, 5.5 Ounce",4.3,697,$5.99,900,$1.09
Whole Foods Market,"365 by Whole Foods Market, Sensitive Toothpaste with Hemp Seed Oil, 5.5 OZ",4.1,170,$5.99,200,$1.09
Whole Foods Market,"365 by Whole Foods Market, Sensitive Toothpaste with Hemp Seed Oil, 5.5 OZ",4.1,170,$5.99,200,$1.09
